Teks Berita,Teks_Bersih,Label,Sumber
[PENIPUAN] Australia Berikan Dana Bantuan untuk Umat...,australia berikan dana bantuan untuk umat,Hoax,TurnBackHoax
"[SALAH] Video “Masjid di Barcelona Sengaja Dibakar...
Unggahan video disertai klaim ""masjid di...",video masjid di barcelona sengaja dibakar unggahan video disertai klaim masjid di,Hoax,TurnBackHoax
[SALAH] Video “Masjid di Barcelona Sengaja Dibakar...,video masjid di barcelona sengaja dibakar,Hoax,TurnBackHoax
"[PENIPUAN] Pemerintah Cairkan Bantuan Subsidi Upah (BSU)...
Unggahan berisi klaim ""pemerintah cairkan BSU...",pemerintah cairkan bantuan subsidi upah bsu unggahan berisi klaim pemerintah cairkan bsu,Hoax,TurnBackHoax
[PENIPUAN] Pemerintah Cairkan Bantuan Subsidi Upah (BSU)...,pemerintah cairkan bantuan subsidi upah bsu,Hoax,TurnBackHoax
"[PENIPUAN] Kemenaker Salurkan BSU Sebesar Rp1,7 Juta
Faktanya Kemenaker menyalurkan BSU pada Juni-Juli...",kemenaker salurkan bsu sebesar rp juta faktanya kemenaker menyalurkan bsu pada juni juli,Hoax,TurnBackHoax
"[PENIPUAN] Kemenaker Salurkan BSU Sebesar Rp1,7 Juta",kemenaker salurkan bsu sebesar rp juta,Hoax,TurnBackHoax
"[SALAH] Menuang Tepung di Dekat Kompor Bisa...
Unggahan berisi klaim “menuangkan tepung di...",menuang tepung di dekat kompor bisa unggahan berisi klaim menuangkan tepung di,Hoax,TurnBackHoax
[SALAH] Menuang Tepung di Dekat Kompor Bisa...,menuang tepung di dekat kompor bisa,Hoax,TurnBackHoax
"[SALAH] Video “Rudal R-Han Milik Indonesia”
Unggahan berisi klaim “rudal R-Han milik...",video rudal r han milik indonesia unggahan berisi klaim rudal r han milik,Hoax,TurnBackHoax
[SALAH] Video “Rudal R-Han Milik Indonesia”,video rudal r han milik indonesia,Hoax,TurnBackHoax
"[SALAH] Video “Warga Malaysia Dukung Kemerdekaan Aceh”
Unggahan video berisi klaim “warga Malaysia...",video warga malaysia dukung kemerdekaan aceh unggahan video berisi klaim warga malaysia,Hoax,TurnBackHoax
[SALAH] Video “Warga Malaysia Dukung Kemerdekaan Aceh”,video warga malaysia dukung kemerdekaan aceh,Hoax,TurnBackHoax
"[PENIPUAN] Pembelian Uang Kuno oleh Nagita Slavina
Unggahan video berisi klaim “pembelian uang...",pembelian uang kuno oleh nagita slavina unggahan video berisi klaim pembelian uang,Hoax,TurnBackHoax
[PENIPUAN] Pembelian Uang Kuno oleh Nagita Slavina,pembelian uang kuno oleh nagita slavina,Hoax,TurnBackHoax
"[SALAH] TNI Eksekusi Tentara Israel-AS di Gaza...
Unggahan video berisi klaim “TNI eksekusi...",tni eksekusi tentara israel as di gaza unggahan video berisi klaim tni eksekusi,Hoax,TurnBackHoax
[SALAH] TNI Eksekusi Tentara Israel-AS di Gaza...,tni eksekusi tentara israel as di gaza,Hoax,TurnBackHoax
"[SALAH] Artikel CNBC Indonesia: “Raja Salman Sebut:...
Unggahan berisi narasi “Fenomena Aphelion Penyebab...",artikel cnbc indonesia raja salman sebut unggahan berisi narasi fenomena aphelion penyebab,Hoax,TurnBackHoax
[SALAH] Artikel CNBC Indonesia: “Raja Salman Sebut:...,artikel cnbc indonesia raja salman sebut,Hoax,TurnBackHoax
"[SALAH] Video “Warga Israel Mengungsi di Gurun...
Unggahan video berisi klaim “warga Israel...",video warga israel mengungsi di gurun unggahan video berisi klaim warga israel,Hoax,TurnBackHoax
[SALAH] Video “Warga Israel Mengungsi di Gurun...,video warga israel mengungsi di gurun,Hoax,TurnBackHoax
"[SALAH] Video “Pengakuan Kekalahan Israel”
Unggahan video berisi klaim “pengakuan kekalahan...",video pengakuan kekalahan israel unggahan video berisi klaim pengakuan kekalahan,Hoax,TurnBackHoax
[SALAH] Video “Pengakuan Kekalahan Israel”,video pengakuan kekalahan israel,Hoax,TurnBackHoax
"[SALAH] Video “Fasilitas Rahasia Fordow Iran”
Unggahan video berisi klaim “video fasilitas...",video fasilitas rahasia fordow iran unggahan video berisi klaim video fasilitas,Hoax,TurnBackHoax
[SALAH] Video “Fasilitas Rahasia Fordow Iran”,video fasilitas rahasia fordow iran,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pospay untuk Cek Pencairan BSU
Unggahan berisi tautan Pospay untuk pencairan...",tautan pospay untuk pencairan bsu unggahan berisi tautan pospay untuk pencairan,Hoax,TurnBackHoax
[PENIPUAN] Tautan Pospay untuk Cek Pencairan BSU,tautan pospay untuk pencairan bsu,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Penghapusan Tunggakan BPJS kesehatan
Unggahan dengan narasi “Tautan Pendaftaran Penghapusan...",tautan pendaftaran penghapusan tunggakan bpjs kesehatan unggahan dengan narasi tautan pendaftaran penghapusan,Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Penghapusan Tunggakan BPJS kesehatan,tautan pendaftaran penghapusan tunggakan bpjs kesehatan,Hoax,TurnBackHoax
"[SALAH] Video “Monster Drone Buatan Iran”
Unggahan video berisi klaim “monster drone...",video monster drone buatan iran unggahan video berisi klaim monster drone,Hoax,TurnBackHoax
[SALAH] Video “Monster Drone Buatan Iran”,video monster drone buatan iran,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran CPNS Kemenhub
Unggahan berisi tautan “pendaftaran CPNS Kemenhub”...",tautan pendaftaran cpns kemenhub unggahan berisi tautan pendaftaran cpns kemenhub,Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran CPNS Kemenhub,tautan pendaftaran cpns kemenhub,Hoax,TurnBackHoax
"[SALAH] Iran Pamerkan Rudal Terbesar di Dunia
Faktanya video yang menampilkan Iran pamerkan...",iran pamerkan rudal terbesar di dunia faktanya video yang menampilkan iran pamerkan,Hoax,TurnBackHoax
[SALAH] Iran Pamerkan Rudal Terbesar di Dunia,iran pamerkan rudal terbesar di dunia,Hoax,TurnBackHoax
"[SALAH] Jepang Blacklist Pekerja Indonesia
Unggahan dengan narasi “Jepang Blacklist Pekerja...",jepang blacklist pekerja indonesia unggahan dengan narasi jepang blacklist pekerja,Hoax,TurnBackHoax
[SALAH] Jepang Blacklist Pekerja Indonesia,jepang blacklist pekerja indonesia,Hoax,TurnBackHoax
"[PENIPUAN] Tautan ”Pendaftaran Bantuan Subsidi Upah”
Unggahan berisi tautan “pendaftaran bantuan subsidi...",tautan pendaftaran bantuan subsidi upah unggahan berisi tautan pendaftaran bantuan subsidi,Hoax,TurnBackHoax
[PENIPUAN] Tautan ”Pendaftaran Bantuan Subsidi Upah”,tautan pendaftaran bantuan subsidi upah,Hoax,TurnBackHoax
"[PENIPUAN] Video “Prabowo Resmikan Pinjol Tanpa Bunga”
Unggahan video berisi klaim “Prabowo resmikan...",video prabowo resmikan pinjol tanpa bunga unggahan video berisi klaim prabowo resmikan,Hoax,TurnBackHoax
[PENIPUAN] Video “Prabowo Resmikan Pinjol Tanpa Bunga”,video prabowo resmikan pinjol tanpa bunga,Hoax,TurnBackHoax
"[PENIPUAN] Program “Bantuan Puluhan Juta Rupiah” dari...
Unggahan video disertai klaim “program bantuan...",program bantuan puluhan juta rupiah dari unggahan video disertai klaim program bantuan,Hoax,TurnBackHoax
[PENIPUAN] Program “Bantuan Puluhan Juta Rupiah” dari...,program bantuan puluhan juta rupiah dari,Hoax,TurnBackHoax
"[PENIPUAN] Pendaftaran Loker Mayora Group Lewat Google...
Unggahan berisi klaim “pendaftaran lowongan kerja...",pendaftaran loker mayora group lewat google unggahan berisi klaim pendaftaran lowongan kerja,Hoax,TurnBackHoax
[PENIPUAN] Pendaftaran Loker Mayora Group Lewat Google...,pendaftaran loker mayora group lewat google,Hoax,TurnBackHoax
"[SALAH] Junta Myanmar Ingin Memerangi Indonesia
Unggahan berisi klaim “Junta Myanmar ingin...",junta myanmar ingin memerangi indonesia unggahan berisi klaim junta myanmar ingin,Hoax,TurnBackHoax
[SALAH] Junta Myanmar Ingin Memerangi Indonesia,junta myanmar ingin memerangi indonesia,Hoax,TurnBackHoax
"[SALAH] Ada Insiden Kebocoran Nuklir di Cinere
Informasi “adanya insiden kebocoran nuklir di...",ada insiden kebocoran nuklir di cinere informasi adanya insiden kebocoran nuklir di,Hoax,TurnBackHoax
[SALAH] Ada Insiden Kebocoran Nuklir di Cinere,ada insiden kebocoran nuklir di cinere,Hoax,TurnBackHoax
"[SALAH] Putin Kirim Ribuan Pasukan sebagai Fasilitas...
Unggahan berisi klaim “Putin kirim ribuan...",putin kirim ribuan pasukan sebagai fasilitas unggahan berisi klaim putin kirim ribuan,Hoax,TurnBackHoax
[SALAH] Putin Kirim Ribuan Pasukan sebagai Fasilitas...,putin kirim ribuan pasukan sebagai fasilitas,Hoax,TurnBackHoax
"[SALAH] Narasi “Putin Bakal Bantu Indonesia Jika...
Unggahan video berisi klaim “pernyataan Putin...",narasi putin bakal bantu indonesia jika unggahan video berisi klaim pernyataan putin,Hoax,TurnBackHoax
[SALAH] Narasi “Putin Bakal Bantu Indonesia Jika...,narasi putin bakal bantu indonesia jika,Hoax,TurnBackHoax
"[SALAH] Jokowi Meninggal Dunia
Informasi “Jokowi Meninggal Dunia” merupakan konten...",jokowi meninggal dunia informasi jokowi meninggal dunia merupakan konten,Hoax,TurnBackHoax
[SALAH] Jokowi Meninggal Dunia,jokowi meninggal dunia,Hoax,TurnBackHoax
"[SALAH] Obama Tolak Amerika Ikut Campur Perang...
Unggahan berisi klaim “Obama tolak Amerika...",obama tolak amerika ikut campur perang unggahan berisi klaim obama tolak amerika,Hoax,TurnBackHoax
[SALAH] Obama Tolak Amerika Ikut Campur Perang...,obama tolak amerika ikut campur perang,Hoax,TurnBackHoax
"[SALAH] Prabowo Menyatakan SIM Berlaku Seumur Hidup
Unggahan berisi klaim “Prabowo menyatakan SIM...",prabowo menyatakan sim berlaku seumur hidup unggahan berisi klaim prabowo menyatakan sim,Hoax,TurnBackHoax
[SALAH] Prabowo Menyatakan SIM Berlaku Seumur Hidup,prabowo menyatakan sim berlaku seumur hidup,Hoax,TurnBackHoax
"[SALAH] Wanita Asal Padang Jadi Presiden Singapura
Unggahan video berisi klaim “wanita asal...",wanita asal padang jadi presiden singapura unggahan video berisi klaim wanita asal,Hoax,TurnBackHoax
[SALAH] Wanita Asal Padang Jadi Presiden Singapura,wanita asal padang jadi presiden singapura,Hoax,TurnBackHoax
"[PENIPUAN] Buya Yahya Bagi-Bagi Uang
Unggahan video berisi klaim “Buya Yahya...",buya yahya bagi bagi uang unggahan video berisi klaim buya yahya,Hoax,TurnBackHoax
[PENIPUAN] Buya Yahya Bagi-Bagi Uang,buya yahya bagi bagi uang,Hoax,TurnBackHoax
"[SALAH] Jepang Membentuk Pusat Komando Imbas Ulah...
Unggahan berisi klaim “Jepang membentuk pusat...",jepang membentuk pusat komando imbas ulah unggahan berisi klaim jepang membentuk pusat,Hoax,TurnBackHoax
[SALAH] Jepang Membentuk Pusat Komando Imbas Ulah...,jepang membentuk pusat komando imbas ulah,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Lowongan Kerja Superindo
Unggahan berisi tautan “lowongan kerja Superindo”...",tautan pendaftaran lowongan kerja superindo unggahan berisi tautan lowongan kerja superindo,Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Lowongan Kerja Superindo,tautan pendaftaran lowongan kerja superindo,Hoax,TurnBackHoax
"[SALAH] Video “Kendaraan Tempur Indonesia untuk Persiapan...
Unggahan video berisi klaim “kendaraan tempur...",video kendaraan tempur indonesia untuk persiapan unggahan video berisi klaim kendaraan tempur,Hoax,TurnBackHoax
[SALAH] Video “Kendaraan Tempur Indonesia untuk Persiapan...,video kendaraan tempur indonesia untuk persiapan,Hoax,TurnBackHoax
"[SALAH] Rusia Bantu Iran, Nyatakan Perang terhadap...
Unggahan berisi klaim “Rusia bantu Iran,...",rusia bantu iran nyatakan perang terhadap unggahan berisi klaim rusia bantu iran,Hoax,TurnBackHoax
"[SALAH] Rusia Bantu Iran, Nyatakan Perang terhadap...",rusia bantu iran nyatakan perang terhadap,Hoax,TurnBackHoax
"[SALAH] FIFA Beri Sanksi ke Malaysia karena...
Unggahan berisi klaim “FIFA berikan sanksi...",fifa beri sanksi ke malaysia karena unggahan berisi klaim fifa berikan sanksi,Hoax,TurnBackHoax
[SALAH] FIFA Beri Sanksi ke Malaysia karena...,fifa beri sanksi ke malaysia karena,Hoax,TurnBackHoax
"[SALAH] Potret “Penemuan Baju dan Peralatan Tentara”
Unggahan dengan narasi “Potret “Penemuan Baju...",potret penemuan baju dan peralatan tentara unggahan dengan narasi potret penemuan baju,Hoax,TurnBackHoax
[SALAH] Potret “Penemuan Baju dan Peralatan Tentara”,potret penemuan baju dan peralatan tentara,Hoax,TurnBackHoax
"[SALAH] Video Hukuman Bagi Koruptor di Korea...
Video itu merupakan hasil manipulasi. Video...",video hukuman bagi koruptor di korea video itu merupakan hasil manipulasi video,Hoax,TurnBackHoax
[SALAH] Video Hukuman Bagi Koruptor di Korea...,video hukuman bagi koruptor di korea,Hoax,TurnBackHoax
"[SALAH] Mantan PM Malaysia Dr Mahathir Mohamad...
Faktanya, mantan Perdana Menteri Malaysia, Mahathir...",mantan pm malaysia dr mahathir mohamad faktanya mantan perdana menteri malaysia mahathir,Hoax,TurnBackHoax
[SALAH] Mantan PM Malaysia Dr Mahathir Mohamad...,mantan pm malaysia dr mahathir mohamad,Hoax,TurnBackHoax
"[SALAH] Klaim Video Peluncuran Rudal Hipersonik
Unggahan tersebut masuk ke kategori konten...",klaim video peluncuran rudal hipersonik unggahan tersebut masuk ke kategori konten,Hoax,TurnBackHoax
[SALAH] Klaim Video Peluncuran Rudal Hipersonik,klaim video peluncuran rudal hipersonik,Hoax,TurnBackHoax
"[SALAH] Artis Randy Pangalila Meninggal Dunia pada...
Unggahan foto berisi klaim “artis Randy...",artis randy pangalila meninggal dunia pada unggahan foto berisi klaim artis randy,Hoax,TurnBackHoax
[SALAH] Artis Randy Pangalila Meninggal Dunia pada...,artis randy pangalila meninggal dunia pada,Hoax,TurnBackHoax
"[PENIPUAN] Maia Estianty Berbagi Uang
Unggahan berisi klaim “Maia Estianty berbagi...",maia estianty berbagi uang unggahan berisi klaim maia estianty berbagi,Hoax,TurnBackHoax
[PENIPUAN] Maia Estianty Berbagi Uang,maia estianty berbagi uang,Hoax,TurnBackHoax
"[SALAH] Konten Kreator ""FB Pro"" Mengalami Kecelakaan...
Unggahan berisi klaim “konten kreator FB...",konten kreator fb pro mengalami kecelakaan unggahan berisi klaim konten kreator fb,Hoax,TurnBackHoax
"[SALAH] Konten Kreator ""FB Pro"" Mengalami Kecelakaan...",konten kreator fb pro mengalami kecelakaan,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Lowongan Kerja Bappenas
Unggahan berisi tautan “pendaftaran lowongan kerja...",tautan pendaftaran lowongan kerja bappenas unggahan berisi tautan pendaftaran lowongan kerja,Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Lowongan Kerja Bappenas,tautan pendaftaran lowongan kerja bappenas,Hoax,TurnBackHoax
"[SALAH] Video “Petinggi Israel Adu Mulut Usai...
Unggahan video berisi klaim “petinggi Israel...",video petinggi israel adu mulut usai unggahan video berisi klaim petinggi israel,Hoax,TurnBackHoax
[SALAH] Video “Petinggi Israel Adu Mulut Usai...,video petinggi israel adu mulut usai,Hoax,TurnBackHoax
"[SALAH] Fenomena Aphelion Penyebab Cuaca Dingin di...
Unggahan berisi narasi “Fenomena Aphelion Penyebab...",fenomena aphelion penyebab cuaca dingin di unggahan berisi narasi fenomena aphelion penyebab,Hoax,TurnBackHoax
[SALAH] Fenomena Aphelion Penyebab Cuaca Dingin di...,fenomena aphelion penyebab cuaca dingin di,Hoax,TurnBackHoax
"[SALAH] Video “Iran Luncurkan Rudal Fattah ke...
Unggahan video berisi klaim “Iran luncurkan...",video iran luncurkan rudal fattah ke unggahan video berisi klaim iran luncurkan,Hoax,TurnBackHoax
[SALAH] Video “Iran Luncurkan Rudal Fattah ke...,video iran luncurkan rudal fattah ke,Hoax,TurnBackHoax
"[SALAH] Video “Obama Umumkan Diri sebagai Capres...
Unggahan video berisi klaim “Obama mengumumkan...",video obama umumkan diri sebagai capres unggahan video berisi klaim obama mengumumkan,Hoax,TurnBackHoax
[SALAH] Video “Obama Umumkan Diri sebagai Capres...,video obama umumkan diri sebagai capres,Hoax,TurnBackHoax
"[SALAH] Video Buaya Masuk Rumah saat Banjir...
Unggahan berisi narasi “Video Buaya Masuk...",video buaya masuk rumah saat banjir unggahan berisi narasi video buaya masuk,Hoax,TurnBackHoax
[SALAH] Video Buaya Masuk Rumah saat Banjir...,video buaya masuk rumah saat banjir,Hoax,TurnBackHoax
"[SALAH] Pesawat Tempur Israel Jatuh di Tanjung...
Faktanya gambar pesawat tempur Israel tersebut...",pesawat tempur israel jatuh di tanjung faktanya gambar pesawat tempur israel tersebut,Hoax,TurnBackHoax
[SALAH] Pesawat Tempur Israel Jatuh di Tanjung...,pesawat tempur israel jatuh di tanjung,Hoax,TurnBackHoax
"[SALAH] Detik-detik Langit Israel Memerah
Unggahan tersebut masuk ke kategori konten...",detik detik langit israel memerah unggahan tersebut masuk ke kategori konten,Hoax,TurnBackHoax
[SALAH] Detik-detik Langit Israel Memerah,detik detik langit israel memerah,Hoax,TurnBackHoax
"[SALAH] Prabowo Utus Gibran ke Pedalaman Papua...
Unggahan berisi narasi “Prabowo utus Gibran...",prabowo utus gibran ke pedalaman papua unggahan berisi narasi prabowo utus gibran,Hoax,TurnBackHoax
[SALAH] Prabowo Utus Gibran ke Pedalaman Papua...,prabowo utus gibran ke pedalaman papua,Hoax,TurnBackHoax
"[SALAH] Potret “Prabowo dan Perwakilan Belanda Bahas...
Unggahan berisi narasi “Prabowo dan perwakilan...",potret prabowo dan perwakilan belanda bahas unggahan berisi narasi prabowo dan perwakilan,Hoax,TurnBackHoax
[SALAH] Potret “Prabowo dan Perwakilan Belanda Bahas...,potret prabowo dan perwakilan belanda bahas,Hoax,TurnBackHoax
"[SALAH] Video “Ucapan Terima Kasih Tentara Israel...
Unggahan video berisi klaim “ucapan terima...",video ucapan terima kasih tentara israel unggahan video berisi klaim ucapan terima,Hoax,TurnBackHoax
[SALAH] Video “Ucapan Terima Kasih Tentara Israel...,video ucapan terima kasih tentara israel,Hoax,TurnBackHoax
"[PENIPUAN] Pendaftaran Bantuan “Indonesia Peduli Bersama” untuk...
Unggahan berisi klaim “bantuan Indonesia Peduli...",pendaftaran bantuan indonesia peduli bersama untuk unggahan berisi klaim bantuan indonesia peduli,Hoax,TurnBackHoax
[PENIPUAN] Pendaftaran Bantuan “Indonesia Peduli Bersama” untuk...,pendaftaran bantuan indonesia peduli bersama untuk,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Lowongan Kerja Pelita Air
Unggahan berisi tautan “lowongan kerja Pelita...",tautan pendaftaran lowongan kerja pelita air unggahan berisi tautan lowongan kerja pelita,Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Lowongan Kerja Pelita Air,tautan pendaftaran lowongan kerja pelita air,Hoax,TurnBackHoax
"[SALAH] Jokowi Kritis Masuk Rumah Sakit
Unggahan dengan narasi “Jokowi Kritis Masuk...",jokowi kritis masuk rumah sakit unggahan dengan narasi jokowi kritis masuk,Hoax,TurnBackHoax
[SALAH] Jokowi Kritis Masuk Rumah Sakit,jokowi kritis masuk rumah sakit,Hoax,TurnBackHoax
"[SALAH] Bambu Petuk di Cianjur Mengeluarkan Air...
Unggahan berisi klaim “bambu petuk di...",bambu petuk di cianjur mengeluarkan air unggahan berisi klaim bambu petuk di,Hoax,TurnBackHoax
[SALAH] Bambu Petuk di Cianjur Mengeluarkan Air...,bambu petuk di cianjur mengeluarkan air,Hoax,TurnBackHoax
"[SALAH] Video “Rusia Serang AS karena AS...
Unggahan video berisi klaim “Rusia serang...",video rusia serang as karena as unggahan video berisi klaim rusia serang,Hoax,TurnBackHoax
[SALAH] Video “Rusia Serang AS karena AS...,video rusia serang as karena as,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Cek Status Penerima “Bantuan Subsidi...
Unggahan berisi tautan “pengecekan status penerima...",tautan status penerima bantuan subsidi unggahan berisi tautan pengecekan status penerima,Hoax,TurnBackHoax
[PENIPUAN] Tautan Cek Status Penerima “Bantuan Subsidi...,tautan status penerima bantuan subsidi,Hoax,TurnBackHoax
"[SALAH] Indonesia Menyatakan Perang Lawan Myanmar
Unggahan berisi klaim “Indonesia menyatakan perang...",indonesia menyatakan perang lawan myanmar unggahan berisi klaim indonesia menyatakan perang,Hoax,TurnBackHoax
[SALAH] Indonesia Menyatakan Perang Lawan Myanmar,indonesia menyatakan perang lawan myanmar,Hoax,TurnBackHoax
"[SALAH] Lombok Jadi Target Utama Israel
Unggahan berisi klaim “Lombok menjadi target...",lombok jadi target utama israel unggahan berisi klaim lombok menjadi target,Hoax,TurnBackHoax
