Teks Berita,Teks_Final,Label,Sumber
"[SALAH] Video ""Warga Aceh Demo Menuntut Pembebasan...
Konteks asli video adalah demonstrasi Aliansi...",video warga aceh demo menuntut pembebasan konteks asli video demonstrasi aliansi,Hoax,TurnBackHoax
"[SALAH] Video ""Warga Aceh Demo Menuntut Pembebasan...",video warga aceh demo menuntut pembebasan,Hoax,TurnBackHoax
"[SALAH] Purbaya Otak di Balik Penyitaan Duit...
UU Tipikor mengatur bahwa penyitaan dan...",purbaya otak penyitaan duit uu tipikor mengatur penyitaan,Hoax,TurnBackHoax
[SALAH] Purbaya Otak di Balik Penyitaan Duit...,purbaya otak penyitaan duit,Hoax,TurnBackHoax
"[SALAH] Prabowo Bebaskan Tarif Listrik Selama Tiga...
PLN memastikan informasi tarif listrik gratis...",prabowo bebaskan tarif listrik pln informasi tarif listrik gratis,Hoax,TurnBackHoax
[SALAH] Prabowo Bebaskan Tarif Listrik Selama Tiga...,prabowo bebaskan tarif listrik,Hoax,TurnBackHoax
"[PENIPUAN] Tautan “Pendaftaran BLT Kesra di Bulan...
Faktanya, pemerintah menyediakan dua kanal resmi...",tautan pendaftaran blt kesra faktanya pemerintah menyediakan kanal resmi,Hoax,TurnBackHoax
[PENIPUAN] Tautan “Pendaftaran BLT Kesra di Bulan...,tautan pendaftaran blt kesra,Hoax,TurnBackHoax
"[SALAH] Yusril Pecat Oknum Polisi yang Jebak...
Tidak ditemukan sumber valid yang membenarkan...",yusril pecat oknum polisi jebak ditemukan sumber valid membenarkan,Hoax,TurnBackHoax
[SALAH] Yusril Pecat Oknum Polisi yang Jebak...,yusril pecat oknum polisi jebak,Hoax,TurnBackHoax
"[SALAH] Video ""TNI Tangkap Pemimpin Tambang Ilegal...
Konten yang beredar merupakan hasil rekayasa...",video tni tangkap pemimpin tambang ilegal konten beredar hasil rekayasa,Hoax,TurnBackHoax
"[SALAH] Video ""TNI Tangkap Pemimpin Tambang Ilegal...",video tni tangkap pemimpin tambang ilegal,Hoax,TurnBackHoax
"[SALAH] Christian Panucci Resmi Jadi Pelatih Timnas
Faktanya, Christian Panucci ke Indonesia untuk...",christian panucci resmi pelatih timnas faktanya christian panucci indonesia,Hoax,TurnBackHoax
[SALAH] Christian Panucci Resmi Jadi Pelatih Timnas,christian panucci resmi pelatih timnas,Hoax,TurnBackHoax
"[SALAH] Video Mahasiswa UI Desak DPR RI...
Konten yang beredar merupakan hasil rekayasa...",video mahasiswa ui desak dpr ri konten beredar hasil rekayasa,Hoax,TurnBackHoax
[SALAH] Video Mahasiswa UI Desak DPR RI...,video mahasiswa ui desak dpr ri,Hoax,TurnBackHoax
"[SALAH] Ferdy Sambo Meninggal di Penjara
Tidak ditemukan sumber kredibel yang mendukung...",ferdy sambo meninggal penjara ditemukan sumber kredibel mendukung,Hoax,TurnBackHoax
[SALAH] Ferdy Sambo Meninggal di Penjara,ferdy sambo meninggal penjara,Hoax,TurnBackHoax
"[SALAH] Video Gajah Selamatkan Harimau di Banjir...
Faktanya, video yang disebarkan terdeteksi buatan...",video gajah selamatkan harimau banjir faktanya video disebarkan terdeteksi buatan,Hoax,TurnBackHoax
[SALAH] Video Gajah Selamatkan Harimau di Banjir...,video gajah selamatkan harimau banjir,Hoax,TurnBackHoax
"[SALAH] Video ""Bantuan untuk Sumatera Cuma Kardus...
Faktanya, bantuan dijatuhkan menggunakan ""helibox"" prosedur...",video bantuan sumatera kardus faktanya bantuan dijatuhkan helibox prosedur,Hoax,TurnBackHoax
"[SALAH] Video ""Bantuan untuk Sumatera Cuma Kardus...",video bantuan sumatera kardus,Hoax,TurnBackHoax
"[SALAH] Jokowi Terima Uang dari Bupati Bekasi
Konten yang beredar adalah hasil suntingan...",jokowi terima uang bupati bekasi konten beredar hasil suntingan,Hoax,TurnBackHoax
[SALAH] Jokowi Terima Uang dari Bupati Bekasi,jokowi terima uang bupati bekasi,Hoax,TurnBackHoax
"[SALAH] Mensesneg Ancam Pidana Warga yang Ambil...
Tidak ditemukan informasi kredibel yang membenarkan...",mensesneg ancam pidana warga ambil ditemukan informasi kredibel membenarkan,Hoax,TurnBackHoax
[SALAH] Mensesneg Ancam Pidana Warga yang Ambil...,mensesneg ancam pidana warga ambil,Hoax,TurnBackHoax
"[SALAH] Australia Minta Kembali Bantuan saat Tsunami...
Tidak ada pernyataan resmi Pemerintah Australia...",australia bantuan tsunami pernyataan resmi pemerintah australia,Hoax,TurnBackHoax
[SALAH] Australia Minta Kembali Bantuan saat Tsunami...,australia bantuan tsunami,Hoax,TurnBackHoax
"[SALAH] Video ""TNI Terima Laporan Soal 1.065...
Konten yang beredar merupakan hasil rekayasa...",video tni terima laporan konten beredar hasil rekayasa,Hoax,TurnBackHoax
"[SALAH] Video ""TNI Terima Laporan Soal 1.065...",video tni terima laporan,Hoax,TurnBackHoax
"[SALAH] Majelis Umum PBB Beri Suara Terbanyak...
Konteks asli video adalah momen rapat...",majelis pbb suara konteks asli video momen rapat,Hoax,TurnBackHoax
[SALAH] Majelis Umum PBB Beri Suara Terbanyak...,majelis pbb suara,Hoax,TurnBackHoax
"[SALAH] Menkeu Purbaya Sebut Luhut sebagai Dalang...
Tidak ditemukan informasi kredibel yang membenarkan...",menkeu purbaya luhut dalang ditemukan informasi kredibel membenarkan,Hoax,TurnBackHoax
[SALAH] Menkeu Purbaya Sebut Luhut sebagai Dalang...,menkeu purbaya luhut dalang,Hoax,TurnBackHoax
"[SALAH] Wanita Meninggal Dunia Akibat Rabies Cakaran...
Foto tersebut berasal dari video di...",wanita meninggal dunia akibat rabies cakaran foto berasal video,Hoax,TurnBackHoax
[SALAH] Wanita Meninggal Dunia Akibat Rabies Cakaran...,wanita meninggal dunia akibat rabies cakaran,Hoax,TurnBackHoax
"[SALAH] TNI Kecam Gubernur Sumatera yang Lempar...
Video yang beredar adalah hasil rekayasa...",tni kecam gubernur sumatera lempar video beredar hasil rekayasa,Hoax,TurnBackHoax
[SALAH] TNI Kecam Gubernur Sumatera yang Lempar...,tni kecam gubernur sumatera lempar,Hoax,TurnBackHoax
"[SALAH] TNI AL Tembak Fasilitas Pengeboran Minyak...
Video yang beredar adalah hasil rekayasa...",tni al tembak fasilitas pengeboran minyak video beredar hasil rekayasa,Hoax,TurnBackHoax
[SALAH] TNI AL Tembak Fasilitas Pengeboran Minyak...,tni al tembak fasilitas pengeboran minyak,Hoax,TurnBackHoax
"[SALAH] Mahfud MD: KPK Wajib Curiga dengan...
Tidak ditemukan informasi kredibel yang membenarkan...",mahfud md kpk wajib curiga ditemukan informasi kredibel membenarkan,Hoax,TurnBackHoax
[SALAH] Mahfud MD: KPK Wajib Curiga dengan...,mahfud md kpk wajib curiga,Hoax,TurnBackHoax
"[SALAH] Video ""TNI Desak DPR Bentuk Pansus...
Konten yang beredar merupakan hasil rekayasa...",video tni desak dpr bentuk pansus konten beredar hasil rekayasa,Hoax,TurnBackHoax
"[SALAH] Video ""TNI Desak DPR Bentuk Pansus...",video tni desak dpr bentuk pansus,Hoax,TurnBackHoax
"[SALAH] Prabowo Perintahkan Seluruh Kantor Desa Diaudit
Tidak ada informasi valid atau pemberitaan...",prabowo perintahkan kantor desa diaudit informasi valid pemberitaan,Hoax,TurnBackHoax
[SALAH] Prabowo Perintahkan Seluruh Kantor Desa Diaudit,prabowo perintahkan kantor desa diaudit,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran ""Beasiswa Garuda""
Faktanya, pendaftaran Beasiswa Garuda tahun 2025...",tautan pendaftaran beasiswa garuda faktanya pendaftaran beasiswa garuda,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran ""Beasiswa Garuda""",tautan pendaftaran beasiswa garuda,Hoax,TurnBackHoax
"[SALAH] Anies Baswedan Sumbang Dana 300 T...
Faktanya, Anies Baswedan melalui Humanies Project...",anies baswedan sumbang dana t faktanya anies baswedan humanies project,Hoax,TurnBackHoax
[SALAH] Anies Baswedan Sumbang Dana 300 T...,anies baswedan sumbang dana t,Hoax,TurnBackHoax
"[SALAH] Bahlil Dipecat karena Bohongi Prabowo Soal...
Tidak ditemukan sumber valid yang membenarkan...",bahlil dipecat bohongi prabowo ditemukan sumber valid membenarkan,Hoax,TurnBackHoax
[SALAH] Bahlil Dipecat karena Bohongi Prabowo Soal...,bahlil dipecat bohongi prabowo,Hoax,TurnBackHoax
"[SALAH] Video “Cuaca Buruk Menimbulkan Hujan Pasir”
Faktanya, kepulan yang terlihat seperti awan...",video cuaca buruk menimbulkan hujan pasir faktanya kepulan awan,Hoax,TurnBackHoax
[SALAH] Video “Cuaca Buruk Menimbulkan Hujan Pasir”,video cuaca buruk menimbulkan hujan pasir,Hoax,TurnBackHoax
"[PENIPUAN] Video “Purbaya Bagi-Bagi Dana Bantuan Menuju...
Video yang beredar adalah hasil rekayasa...",video purbaya dana bantuan video beredar hasil rekayasa,Hoax,TurnBackHoax
[PENIPUAN] Video “Purbaya Bagi-Bagi Dana Bantuan Menuju...,video purbaya dana bantuan,Hoax,TurnBackHoax
"[SALAH] Anies Baswedan Tumpengan Usai Roy Suryo...
Konteks asli video adalah momen Anies...",anies baswedan tumpengan roy suryo konteks asli video momen anies,Hoax,TurnBackHoax
[SALAH] Anies Baswedan Tumpengan Usai Roy Suryo...,anies baswedan tumpengan roy suryo,Hoax,TurnBackHoax
"[SALAH] Video KDM Disambut Warga Aceh Korban...
Faktanya, video tersebut dalam rangka KDM...",video kdm disambut warga aceh korban faktanya video rangka kdm,Hoax,TurnBackHoax
[SALAH] Video KDM Disambut Warga Aceh Korban...,video kdm disambut warga aceh korban,Hoax,TurnBackHoax
"[SALAH] Video Evakuasi Kucing di Tengah Aliran...
Faktanya, sebesar 99,9 persen video tersebut...",video evakuasi kucing aliran faktanya persen video,Hoax,TurnBackHoax
[SALAH] Video Evakuasi Kucing di Tengah Aliran...,video evakuasi kucing aliran,Hoax,TurnBackHoax
"[SALAH] Luhut Ancam Korban Banjir Bandang Sumatera
Faktanya, video yang disebarkan berkaitan dengan...",luhut ancam korban banjir bandang sumatera faktanya video disebarkan berkaitan,Hoax,TurnBackHoax
[SALAH] Luhut Ancam Korban Banjir Bandang Sumatera,luhut ancam korban banjir bandang sumatera,Hoax,TurnBackHoax
"[SALAH] Video ""Polisi Gerebek Kantor Kepala Desa...
Konten yang beredar merupakan hasil rekayasa...",video polisi gerebek kantor kepala desa konten beredar hasil rekayasa,Hoax,TurnBackHoax
"[SALAH] Video ""Polisi Gerebek Kantor Kepala Desa...",video polisi gerebek kantor kepala desa,Hoax,TurnBackHoax
"[SALAH] Luhut Ancam Hentikan Bantuan Jika Aceh...
Tidak ditemukan informasi kredibel yang membenarkan...",luhut ancam hentikan bantuan aceh ditemukan informasi kredibel membenarkan,Hoax,TurnBackHoax
[SALAH] Luhut Ancam Hentikan Bantuan Jika Aceh...,luhut ancam hentikan bantuan aceh,Hoax,TurnBackHoax
"[SALAH] Video ""Mahasiswa Desak Pembubaran PDI Perjuangan""
Konten yang beredar merupakan hasil rekayasa...",video mahasiswa desak pembubaran pdi perjuangan konten beredar hasil rekayasa,Hoax,TurnBackHoax
"[SALAH] Video ""Mahasiswa Desak Pembubaran PDI Perjuangan""",video mahasiswa desak pembubaran pdi perjuangan,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran “Lowongan Kerja PT Gudang...
Unggahan berisi tautan pendaftaran “lowongan kerja...",tautan pendaftaran lowongan kerja pt gudang unggahan berisi tautan pendaftaran lowongan kerja,Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran “Lowongan Kerja PT Gudang...,tautan pendaftaran lowongan kerja pt gudang,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran CPNS 2025/2026
Faktanya, pendaftaran seleksi CPNS 2026 belum...",tautan pendaftaran cpns faktanya pendaftaran seleksi cpns,Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran CPNS 2025/2026,tautan pendaftaran cpns,Hoax,TurnBackHoax
"[PENIPUAN] Tautan “Open Rekrutmen KAI Service 2026”
Informasi rekrutmen KAI Services dapat diakses...",tautan open rekrutmen kai service informasi rekrutmen kai services diakses,Hoax,TurnBackHoax
[PENIPUAN] Tautan “Open Rekrutmen KAI Service 2026”,tautan open rekrutmen kai service,Hoax,TurnBackHoax
"[SALAH] Pigai: Itu Tanah Mereka (Papua), Mereka...
Tidak ada pernyataan resmi atau informasi...",pigai tanah papua pernyataan resmi informasi,Hoax,TurnBackHoax
"[SALAH] Pigai: Itu Tanah Mereka (Papua), Mereka...",pigai tanah papua,Hoax,TurnBackHoax
"[SALAH] Panglima TNI Agus Subianto Ucapkan Selamat...
Konten yang beredar adalah hasil rekayasa...",panglima tni agus subianto ucapkan selamat konten beredar hasil rekayasa,Hoax,TurnBackHoax
[SALAH] Panglima TNI Agus Subianto Ucapkan Selamat...,panglima tni agus subianto ucapkan selamat,Hoax,TurnBackHoax
"[SALAH] Foto Proses Pembuatan Patung Megawati
Faktanya, foto tersebut merupakan hasil rekayasa...",foto proses pembuatan patung megawati faktanya foto hasil rekayasa,Hoax,TurnBackHoax
[SALAH] Foto Proses Pembuatan Patung Megawati,foto proses pembuatan patung megawati,Hoax,TurnBackHoax
"[SALAH] Luhut: Biarkan China Mengelola Bandara Morowali
Konten yang beredar merupakan hasil suntingan...",luhut biarkan china mengelola bandara morowali konten beredar hasil suntingan,Hoax,TurnBackHoax
[SALAH] Luhut: Biarkan China Mengelola Bandara Morowali,luhut biarkan china mengelola bandara morowali,Hoax,TurnBackHoax
"[SALAH] Indonesia Gelontorkan Rp16,7 Triliun untuk Pulihkan...
Faktanya, angka 16,7 triliun merujuk pada...",indonesia gelontorkan rp triliun pulihkan faktanya angka triliun merujuk,Hoax,TurnBackHoax
"[SALAH] Indonesia Gelontorkan Rp16,7 Triliun untuk Pulihkan...",indonesia gelontorkan rp triliun pulihkan,Hoax,TurnBackHoax
"[SALAH] Video ""Anggota Dewan Minta Uang Sewa...
Konten yang beredar merupakan hasil rekayasa...",video anggota dewan uang sewa konten beredar hasil rekayasa,Hoax,TurnBackHoax
"[SALAH] Video ""Anggota Dewan Minta Uang Sewa...",video anggota dewan uang sewa,Hoax,TurnBackHoax
"[SALAH] Pemda Teriak Minta Dana Banjir, Purbaya:...
Tidak ditemukan informasi kredibel yang membenarkan...",pemda teriak dana banjir purbaya ditemukan informasi kredibel membenarkan,Hoax,TurnBackHoax
"[SALAH] Pemda Teriak Minta Dana Banjir, Purbaya:...",pemda teriak dana banjir purbaya,Hoax,TurnBackHoax
"[SALAH] Ratusan Orang Tewas Imbas Jebolnya Tanggul...
Tidak ditemukan bukti dan sumber kredibel...",ratusan orang tewas imbas jebolnya tanggul ditemukan bukti sumber kredibel,Hoax,TurnBackHoax
[SALAH] Ratusan Orang Tewas Imbas Jebolnya Tanggul...,ratusan orang tewas imbas jebolnya tanggul,Hoax,TurnBackHoax
"[SALAH] Roy Suryo Tersangka Baru Korupsi Hambalang
Tidak ditemukan pemberitaan kredibel yang membenarkan...",roy suryo tersangka korupsi hambalang ditemukan pemberitaan kredibel membenarkan,Hoax,TurnBackHoax
[SALAH] Roy Suryo Tersangka Baru Korupsi Hambalang,roy suryo tersangka korupsi hambalang,Hoax,TurnBackHoax
"[SALAH] Dedi Mulyadi Copot Farhan dari Wali...
Faktanya, hingga Selasa (16/12/2025), Farhan masih...",dedi mulyadi copot farhan wali faktanya selasa farhan,Hoax,TurnBackHoax
[SALAH] Dedi Mulyadi Copot Farhan dari Wali...,dedi mulyadi copot farhan wali,Hoax,TurnBackHoax
"[SALAH] Pernyataan Menkeu Purbaya “Tahun 2026 Standar...
Tidak ditemukan informasi kredibel yang membenarkan...",pernyataan menkeu purbaya standar ditemukan informasi kredibel membenarkan,Hoax,TurnBackHoax
[SALAH] Pernyataan Menkeu Purbaya “Tahun 2026 Standar...,pernyataan menkeu purbaya standar,Hoax,TurnBackHoax
"[PENIPUAN] Lowongan Kerja Tim Dapur MBG Seluruh...
Faktanya,tautan rekrutmen yang disebar di Tiktok...",lowongan kerja tim dapur mbg faktanya tautan rekrutmen disebar tiktok,Hoax,TurnBackHoax
[PENIPUAN] Lowongan Kerja Tim Dapur MBG Seluruh...,lowongan kerja tim dapur mbg,Hoax,TurnBackHoax
"[SALAH] Video “Banjir Morowali Desember 2025, Hanyutkan...
Konteks asli video adalah potongan dokumentasi...",video banjir morowali desember hanyutkan konteks asli video potongan dokumentasi,Hoax,TurnBackHoax
"[SALAH] Video “Banjir Morowali Desember 2025, Hanyutkan...",video banjir morowali desember hanyutkan,Hoax,TurnBackHoax
"[PENIPUAN] Ivan Gunawan Bagi-Bagi Uang Khusus Lansia
Konten yang beredar merupakan hasil rekayasa...",ivan gunawan uang khusus lansia konten beredar hasil rekayasa,Hoax,TurnBackHoax
[PENIPUAN] Ivan Gunawan Bagi-Bagi Uang Khusus Lansia,ivan gunawan uang khusus lansia,Hoax,TurnBackHoax
"[SALAH] Menkeu Purbaya Semprot DPR: Baru Rapat...
Tidak ditemukan informasi kredibel yang membenarkan...",menkeu purbaya semprot dpr rapat ditemukan informasi kredibel membenarkan,Hoax,TurnBackHoax
[SALAH] Menkeu Purbaya Semprot DPR: Baru Rapat...,menkeu purbaya semprot dpr rapat,Hoax,TurnBackHoax
"[SALAH] Partai Golkar Tolak RUU Perampasan Aset
Faktanya, Ketua Fraksi Partai Golkar menyatakan...",partai golkar tolak ruu perampasan aset faktanya ketua fraksi partai golkar,Hoax,TurnBackHoax
[SALAH] Partai Golkar Tolak RUU Perampasan Aset,partai golkar tolak ruu perampasan aset,Hoax,TurnBackHoax
"[SALAH] Video Berita Bom Rakitan Berkekuatan Tinggi...
Faktanya, video yang disebarkan adalah buatan...",video berita bom rakitan berkekuatan faktanya video disebarkan buatan,Hoax,TurnBackHoax
[SALAH] Video Berita Bom Rakitan Berkekuatan Tinggi...,video berita bom rakitan berkekuatan,Hoax,TurnBackHoax
"[SALAH] Video ""Demo Menuntut Purbaya Agar Mencabut...
Konteks asli video adalah momen demonstrasi...",video demo menuntut purbaya mencabut konteks asli video momen demonstrasi,Hoax,TurnBackHoax
"[SALAH] Video ""Demo Menuntut Purbaya Agar Mencabut...",video demo menuntut purbaya mencabut,Hoax,TurnBackHoax
"[SALAH] Video ""Pemerintah Gagal Atasi Bencana, Warga...
Konteks asli video adalah demonstrasi di...",video pemerintah gagal atasi bencana warga konteks asli video demonstrasi,Hoax,TurnBackHoax
"[SALAH] Video ""Pemerintah Gagal Atasi Bencana, Warga...",video pemerintah gagal atasi bencana warga,Hoax,TurnBackHoax
"[SALAH] Pelawak Nunung Srimulat Meninggal Dunia pada...
Faktanya, Nunung masih aktif mengunggah konten...",pelawak nunung srimulat meninggal dunia faktanya nunung aktif mengunggah konten,Hoax,TurnBackHoax
[SALAH] Pelawak Nunung Srimulat Meninggal Dunia pada...,pelawak nunung srimulat meninggal dunia,Hoax,TurnBackHoax
"[SALAH] Dirut PLN Pakai Uang PLN untuk...
Tidak ditemukan informasi kredibel yang membenarkan...",dirut pln pakai uang pln ditemukan informasi kredibel membenarkan,Hoax,TurnBackHoax
[SALAH] Dirut PLN Pakai Uang PLN untuk...,dirut pln pakai uang pln,Hoax,TurnBackHoax
"[SALAH] Ridwan Kamil Gugat Dedi Mulyadi ke...
Tidak ditemukan pemberitaan kredibel yang membenarkan...",ridwan kamil gugat dedi mulyadi ditemukan pemberitaan kredibel membenarkan,Hoax,TurnBackHoax
[SALAH] Ridwan Kamil Gugat Dedi Mulyadi ke...,ridwan kamil gugat dedi mulyadi,Hoax,TurnBackHoax
"[SALAH] Bau Menyengat Sepanjang Jalan ke Aceh...
Kapolres Aceh Tamiang memastikan tidak ditemukan...",bau menyengat jalan aceh kapolres aceh tamiang ditemukan,Hoax,TurnBackHoax
[SALAH] Bau Menyengat Sepanjang Jalan ke Aceh...,bau menyengat jalan aceh,Hoax,TurnBackHoax
"[SALAH] TNI Desak DPR Bentuk Pansus untuk...
Konten yang beredar merupakan hasil rekayasa...",tni desak dpr bentuk pansus konten beredar hasil rekayasa,Hoax,TurnBackHoax
[SALAH] TNI Desak DPR Bentuk Pansus untuk...,tni desak dpr bentuk pansus,Hoax,TurnBackHoax
"[SALAH] Kepala SMP Negeri 1 Solo Tegaskan...
Faktanya, Kepala SMP Negeri 1 Solo...",kepala smp negeri solo tegaskan faktanya kepala smp negeri solo,Hoax,TurnBackHoax
[SALAH] Kepala SMP Negeri 1 Solo Tegaskan...,kepala smp negeri solo tegaskan,Hoax,TurnBackHoax
"[SALAH] Video Tim Gabungan TNI AL Mengepung...
Faktanya, hasil deteksi SynthID dan Hive...",video tim gabungan tni al mengepung faktanya hasil deteksi synthid hive,Hoax,TurnBackHoax
[SALAH] Video Tim Gabungan TNI AL Mengepung...,video tim gabungan tni al mengepung,Hoax,TurnBackHoax
"[SALAH] Raja Juli Antoni Mengundurkan Diri dari...
Tidak ditemukan informasi kredibel yang membenarkan...",raja juli antoni mengundurkan ditemukan informasi kredibel membenarkan,Hoax,TurnBackHoax
[SALAH] Raja Juli Antoni Mengundurkan Diri dari...,raja juli antoni mengundurkan,Hoax,TurnBackHoax
"[PENIPUAN] Video ""Menkeu Purbaya Tawarkan Pinjaman Cepat...
Konten yang beredar merupakan hasil rekayasa...",video menkeu purbaya tawarkan pinjaman cepat konten beredar hasil rekayasa,Hoax,TurnBackHoax
"[PENIPUAN] Video ""Menkeu Purbaya Tawarkan Pinjaman Cepat...",video menkeu purbaya tawarkan pinjaman cepat,Hoax,TurnBackHoax
"[SALAH] Prabowo: 95 Persen Kepala Desa Tidak...
Konteks asli potret Prabowo dalam konten...",prabowo persen kepala desa konteks asli potret prabowo konten,Hoax,TurnBackHoax
[SALAH] Prabowo: 95 Persen Kepala Desa Tidak...,prabowo persen kepala desa,Hoax,TurnBackHoax
"[SALAH] Banjir di Lampung 9 Desember 2025
Faktanya, kejadian banjir terjadi di kawasan...",banjir lampung desember faktanya kejadian banjir kawasan,Hoax,TurnBackHoax
[SALAH] Banjir di Lampung 9 Desember 2025,banjir lampung desember,Hoax,TurnBackHoax
